year,month,suburbs,plastic_pieces,plastic_weight_kg,metal_pieces,metal_weight_kg,glass_pieces,glass_weight_kg
2024,5,Dej,292015,11237.374,136926,1997.566,118167,25964.858
2024,5,Cluj-Napoca,3384663,122648.747,1639231,23472.469,1225323,300007.379
2024,5,Florești,469735,17239.932,239611,3433.789,235291,54371.113
2024,5,Gilău,36815,1416.147,17903,259.831,17772,3813.161
2024,5,Turda,503481,17739.223,236142,3294.526,188989,41135.516
2024,5,Gherla,243050,9097.79,133263,1933.46,96630,20990.06
2024,5,Câmpia Turzii,276613,9515.64,117243,1622.61,84615,18376.988
2024,5,Huedin,199745,6312.48,90883,1252.56,71688,14718.815
2024,5,Apahida,219616,7838.766,114700,1639.536,79432,16876.479
2024,5,Baciu,23272,933.849,12861,188.35,8817,2321.741
2024,5,Cluj-Napoca,3776,118.912,2306,30.929,6063,1829.247
2024,5,Codor,443,14.57,69,0.775,1521,277.834
2024,5,Căşeiu,5174,182.943,2618,38.457,2853,580.071
2024,5,Jucu de Sus,2406,75.397,1220,17.512,422,85.478
2024,5,Mociu,7013,243.796,3488,50.83,1467,273.627
2024,5,Bonțida,3913,144.399,1232,16.296,2079,427.279
2024,5,Feleacu,6446,267.35,207,2.987,427,149.473
2024,5,Iara,21499,699.565,7577,112.297,7583,1516.864
2024,5,Moldoveneşti,4662,149.021,2808,35.146,1005,210.026
2024,5,Aiton,505,21.084,38,0.372,874,287.803
2024,5,Ciucea,5973,155.63,504,7.76,3823,868.689
2024,5,Valea Ierii,1133,28.039,246,3.741,428,81.609
2024,5,Ceanu Mare,1213,36.811,132,1.472,193,44.027
2024,5,Răscruci,6183,214.323,3063,43.925,1608,302.31
2024,5,Chinteni,6476,260.122,3915,57.75,2419,488.374
2024,5,Frata,9515,277.8,2666,38.845,2035,432.741
2024,5,Mihai Viteazu,6993,253.563,3988,59.618,2036,406.14
2024,5,Suatu,944,31.959,93,1.001,567,100.815
2024,5,Dezmir,1326,51.202,2272,34.346,969,187.04
2024,5,Panticeu,7548,275.516,3112,44.72,1363,280.965
2024,5,Iclod,3405,110.695,2129,31.535,95,20.01
2024,5,Rădaia,2026,194.135,23,0.235,2458,599.65
2024,5,Negreni,660,15.986,50,0.543,1754,324.692
2024,5,Călăţele,647,18.167,417,5.92,407,78.235
2024,5,Miceşti,244,9.639,1,0.011,156,37.35
2024,5,Ploscoş,6513,176.097,2178,30.211,1548,336.48
2024,5,Poieni,1227,30.129,542,7.462,259,58.009
2024,5,Someşu Rece,1178,46.299,640,9.194,690,141.836
2024,5,Luna,2783,89.108,985,13.86,1126,235.547
2024,5,Gădălin,419,17.292,409,5.431,612,139.049
2024,5,Bucea,1212,116.869,391,5.219,505,98.231
2024,5,Ciurila,982,21.687,0,0,876,283.321
2024,5,Bunești,180,4.315,19,0.177,1608,540.636
2024,5,Mărişel,443,19.722,45,0.496,239,57.037
2024,5,Copăceni,0,0,0,0,623,139.505
2024,5,Țaga,820,36.208,431,5.922,232,48.003
2024,5,Mica,2102,106.446,1122,16.74,410,86.817
2024,5,Moldovenești,1303,40.539,622,9.131,328,63.473
2024,5,Aghireșu,3079,111.533,1936,29.101,24,4.41
2024,5,Valea Drăganului,2786,66.169,1149,16.956,0,0
2024,5,Lunca Vişagului,691,43.208,0,0,0,0
2024,5,Geaca,5606,186.054,3112,46.633,21,4.176
2024,5,Cheia,567,12.456,45,0.491,0,0
2024,5,Hodişu,1124,43.906,106,1.155,226,51.65
2024,5,Cășeiu,237,6.49,16,0.181,0,0
2024,5,Tritenii de Jos,890,33.634,594,7.633,162,34.243
2024,5,Jucu,679,26.366,1,0.013,0,0
2024,6,Aghireșu,3095,103,1917,27,863,208
2024,6,Aiton,4492,149,774,11,5473,1319
2024,6,Apahida,302112,10008,150997,2136,109854,26481
2024,6,Baciu,41720,1382,24604,348,20381,4913
2024,6,Băișoara,900,30,23,0,170,41
2024,6,Bonțida,16297,540,7203,102,7240,1745
2024,6,Călățele,876,29,231,3,392,94
2024,6,Câmpia Turzii,366965,12156,170868,2417,120940,29154
2024,6,Căpușu Mare,1756,58,654,9,7,2
2024,6,Cășeiu,7550,250,4306,61,3490,841
2024,6,Ceanu Mare,1298,43,122,2,477,115
2024,6,Chinteni,7059,234,4752,67,3194,770
2024,6,Ciucea,9923,329,3975,56,12800,3086
2024,6,Ciurila,1110,37,185,3,922,222
2024,6,Cluj-Napoca,4355425,144278,2167659,30660,1688802,407104
2024,6,Cojocna,7247,240,3415,48,5880,1417
2024,6,Dej,370420,12271,178381,2523,168274,40564
2024,6,Feleacu,19402,643,6401,91,13645,3289
2024,6,Fizeșu Gherlii,924,31,247,3,348,84
2024,6,Florești,636159,21073,331463,4688,289181,69710
2024,6,Frata,9396,311,3382,48,2511,605
2024,6,Gârbău,508,17,470,7,575,139
2024,6,Geaca,3953,131,2433,34,1561,376
2024,6,Gherla,302647,10025,168491,2383,126411,30473
2024,6,Gilău,35144,1164,17041,241,18531,4467
2024,6,Huedin,263581,8731,126145,1784,94622,22810
2024,6,Iara,31511,1044,12038,170,16917,4078
2024,6,Iclod,7209,239,2852,40,971,234
2024,6,Jichișu de Jos,287,10,242,3,1191,287
2024,6,Jucu,5919,196,1964,28,958,231
2024,6,Luna,4360,144,2178,31,1921,463
2024,6,Măguri-Răcătău,243,8,161,2,166,40
2024,6,Mica,4237,140,1950,28,2806,676
2024,6,Mihai Viteazu,20737,687,10536,149,10959,2642
2024,6,Mintiu Gherlii,820,27,226,3,2327,561
2024,6,Mociu,9137,303,5039,71,3961,955
2024,6,Moldovenești,6525,216,3330,47,2177,525
2024,6,Negreni,4474,148,1682,24,3485,840
2024,6,Panticeu,9429,312,4182,59,5257,1267
2024,6,Petreștii de Jos,117,4,77,1,419,101
2024,6,Ploscoș,7715,256,3615,51,2308,556
2024,6,Poieni,5103,169,1489,21,1585,382
2024,6,Sânpaul,402,13,210,3,0,0
2024,6,Suatu,629,21,388,5,2684,647
2024,6,Țaga,933,31,640,9,4,1
2024,6,Tritenii de Jos,363,12,512,7,132,32
2024,6,Turda,713174,23625,360421,5098,273912,66029
2024,6,Tureni,2682,89,827,12,2106,508
2024,6,Valea Ierii,687,23,234,3,825,199
2024,7,Aghireșu,5324,177,3089,44,1814,435
2024,7,Aiton,1013,34,119,2,5296,1269
2024,7,Apahida,406083,13474,218392,3085,156076,37401
2024,7,Baciu,57924,1922,31997,452,28749,6889
2024,7,Baciu,1714,57,1281,18,160,38
2024,7,Băișoara,2171,72,66,1,536,128
2024,7,Beliș,891,30,127,2,1025,246
2024,7,Bonțida,90191,2993,46239,653,15200,3642
2024,7,Căianu,2439,81,1506,21,2351,563
2024,7,Călățele,577,19,175,2,116,28
2024,7,Câmpia Turzii,472473,15677,226692,3202,150924,36167
2024,7,Cășeiu,19624,651,9154,129,8413,2016
2024,7,Ceanu Mare,3043,101,1188,17,1182,283
2024,7,Chinteni,9932,330,6496,92,12524,3001
2024,7,Chiuiești,552,18,307,4,797,191
2024,7,Ciucea,8877,295,2471,35,7378,1768
2024,7,Ciurila,523,17,5,0,810,194
2024,7,Cluj-Napoca,5529822,183483,2793331,39460,2295300,550034
2024,7,Cojocna,8489,282,4590,65,7783,1865
2024,7,Dej,523211,17360,257875,3643,245972,58943
2024,7,Feleacu,27901,926,4294,61,25120,6020
2024,7,Fizeșu Gherlii,7860,261,3619,51,4370,1047
2024,7,Florești,740527,24571,402191,5682,315210,75535
2024,7,Frata,13779,457,9212,130,8639,2070
2024,7,Gârbău,2420,80,1263,18,842,202
2024,7,Geaca,11873,394,5305,75,2414,578
2024,7,Gherla,375902,12473,214688,3033,163021,39066
2024,7,Gilău,40792,1354,22455,317,25961,6221
2024,7,Huedin,361502,11995,189649,2679,138154,33107
2024,7,Iara,35852,1190,15112,213,23526,5638
2024,7,Iclod,7508,249,5098,72,1787,428
2024,7,Jichișu de Jos,344,11,430,6,2846,682
2024,7,Jucu,8375,278,4963,70,3618,867
2024,7,Luna,9375,311,5942,84,7288,1746
2024,7,Măguri-Răcătău,834,28,1121,16,444,106
2024,7,Mărișel,406,13,28,0,642,154
2024,7,Mica,8276,275,4417,62,2937,704
2024,7,Mihai Viteazu,48555,1611,27257,385,25688,6156
2024,7,MINTIU GHERLII,15945,529,7669,108,17395,4168
2024,7,Mociu,24269,805,16945,239,10886,2609
2024,7,Moldovenești,5758,191,3755,53,2950,707
2024,7,Negreni,6642,220,2422,34,5499,1318
2024,7,Panticeu,11167,371,5717,81,6813,1633
2024,7,Petreștii de Jos,1306,43,704,10,1608,385
2024,7,Ploscoş,5630,187,2001,28,2133,511
2024,7,Poieni,5623,187,1930,27,1770,424
2024,7,Săndulești,399,13,287,4,804,193
2024,7,Sânpaul,1019,34,786,11,1458,349
2024,7,Săvădisla,574,19,15,0,328,79
2024,7,Suatu,1141,38,119,2,856,205
2024,7,Țaga,4423,147,3782,53,2349,563
2024,7,Tritenii de Jos,1640,54,657,9,245,59
2024,7,Turda,927408,30772,484153,6839,355681,85234
2024,7,Tureni,405,13,5,0,733,176
2024,7,Valea Ierii,1048,35,173,2,707,169
2024,8,Aghireșu,3922,131,1595,22,1091,281
2024,8,Aiton,641,21,132,2,1710,440
2024,8,Apahida,413445,13812,231272,3242,163403,42087
2024,8,Baciu,65074,2174,38276,537,27993,7210
2024,8,Bonțida,41175,1376,20607,289,18364,4730
2024,8,Buza,983,33,0,0,0,0
2024,8,Călățele,1822,61,1865,26,463,119
2024,8,Câmpia Turzii,496147,16575,249967,3504,155481,40047
2024,8,Căpușu Mare,0,0,0,0,5481,1412
2024,8,Cășeiu,27499,919,15599,219,14628,3768
2024,8,Ceanu Mare,1159,39,246,3,477,123
2024,8,Chiajna,7055,236,3862,54,2868,739
2024,8,Chinteni,16385,547,8843,124,9340,2406
2024,8,Chiuiești,1173,39,382,5,1365,352
2024,8,Ciucea,16885,564,3610,51,7005,1804
2024,8,Cluj-Napoca,5758576,192379,2937230,41179,2267780,584102
2024,8,Cojocna,17768,594,12986,182,9240,2380
2024,8,Cuzdrioara,689,23,565,8,155,40
2024,8,Dej,609219,20352,312709,4384,256590,66089
2024,8,Feleacu,15059,503,3810,53,23886,6152
2024,8,Fizeșu Gherlii,13109,438,8572,120,5471,1409
2024,8,Florești,847844,28324,447816,6278,378394,97461
2024,8,Frata,21781,728,8917,125,5719,1473
2024,8,Gârbău,2670,89,2232,31,927,239
2024,8,Geaca,15933,532,7780,109,5004,1289
2024,8,Gherla,433419,14479,245773,3446,169019,43533
2024,8,Gilău,43268,1445,25219,354,17373,4475
2024,8,Huedin,381747,12753,205426,2880,148324,38203
2024,8,Iara,73553,2457,31010,435,35952,9260
2024,8,Iclod,14225,475,8746,123,6187,1594
2024,8,Jichișu de Jos,1641,55,1325,19,4710,1213
2024,8,Jucu,13018,435,5376,75,3776,973
2024,8,Luna,17731,592,11525,162,9205,2371
2024,8,Măguri-Răcătău,1481,49,1964,28,2025,522
2024,8,Mica,16686,557,7343,103,7833,2018
2024,8,Mihai Viteazu,75469,2521,41612,583,40723,10489
2024,8,Mintiu Gherlii,22027,736,10402,146,14846,3824
2024,8,Mociu,37600,1256,22623,317,17278,4450
2024,8,Moldovenești,7886,263,4192,59,2922,753
2024,8,Negreni,10456,349,4292,60,7783,2005
2024,8,Panticeu,9092,304,4621,65,5319,1370
2024,8,Petreștii de Jos,2409,80,2015,28,2849,734
2024,8,Poieni,3577,119,103,1,1443,372
2024,8,Sânpaul,969,32,861,12,1523,392
2024,8,Săvădisla,4016,134,927,13,2263,583
2024,8,Țaga,9460,316,4510,63,3340,860
2024,8,Tritenii de Jos,1052,35,1352,19,1009,260
2024,8,Turda,980858,32768,534212,7489,380197,97926
2024,8,Tureni,2584,86,156,2,2428,625
2024,9,Aghireșu,5692,192,2623,37,1783,469
2024,9,Aiton,835,28,147,2,2661,700
2024,9,Apahida,349224,10999,199482,2808,134038,29368
2024,9,Baciu,56961,1911,33692,482,27464,7085
2024,9,Băișoara,0,0,0,0,571,150
2024,9,Beliș,318,11,227,3,1159,305
2024,9,Bonțida,15941,537,10807,154,8250,2169
2024,9,Căianu,5134,172,2873,41,6894,1812
2024,9,Călățele,1075,36,759,11,425,112
2024,9,Câmpia Turzii,369905,11786,189332,2561,118685,26855
2024,9,Căpușu Mare,496,17,20,0,472,124
2024,9,Cășeiu,10808,373,4861,68,5452,1350
2024,9,Ceanu Mare,1569,52,173,2,191,50
2024,9,Chinteni,17504,590,11270,161,9603,2525
2024,9,Chiuiești,14436,487,6885,98,7893,2075
2024,9,Ciucea,14997,505,5160,74,7667,2016
2024,9,Ciurila,438,15,4,0,749,197
2024,9,Cluj-Napoca,4987990,159694,2528554,35914,1965720,482120
2024,9,Cojocna,12563,424,7577,108,4311,1133
2024,9,Cuzdrioara,806,27,343,5,281,74
2024,9,Dej,501811,17080,256125,3646,220926,50218
2024,9,Feleacu,8831,295,3585,51,12233,3174
2024,9,Fizeșu Gherlii,12050,390,7653,102,6499,1357
2024,9,Florești,728232,23516,402557,5724,336677,80452
2024,9,Frata,11840,399,5359,76,3943,1037
2024,9,Gârbău,1744,59,1280,18,1030,271
2024,9,Geaca,7465,252,3917,56,3096,814
2024,9,Gherla,386005,12787,222805,3188,159759,36290
2024,9,Gilău,52915,1761,31214,441,27644,6722
2024,9,Huedin,347989,10575,184376,2535,123876,25947
2024,9,Iara,39331,1330,15992,228,26448,6953
2024,9,Iclod,8876,299,3539,50,3345,879
2024,9,Jichișu de Jos,432,14,260,4,675,177
2024,9,Jucu,9712,328,5503,78,3139,825
2024,9,Luna,12582,424,7713,110,5630,1480
2024,9,Măguri-Răcătău,1540,52,913,13,870,229
2024,9,Mărișel,335,11,91,1,0,0
2024,9,Mica,8231,278,4122,59,3431,902
2024,9,Mihai Viteazu,76137,2516,42948,612,33790,8446
2024,9,Mintiu Gherlii,28103,873,11137,157,20032,4668
2024,9,Mociu,14035,474,8805,125,7507,1973
2024,9,Moldovenești,6644,223,3821,54,2367,622
2024,9,Negreni,4023,135,1133,16,4634,1218
2024,9,Panticeu,2749,82,1643,23,1177,260
2024,9,Petreștii de Jos,1006,34,717,10,1115,293
2024,9,Ploscoș,7466,252,3582,51,2808,738
2024,9,Poieni,9236,312,2116,30,2232,587
2024,9,Rișca,843,28,4,0,775,204
2024,9,Săndulești,588,20,449,6,795,209
2024,9,Sânpaul,335,11,431,6,1077,283
2024,9,Săvădisla,936,31,10,0,440,116
2024,9,Suatu,946,32,172,2,1845,485
2024,9,Țaga,3716,126,1503,21,2830,744
2024,9,Tritenii de Jos,1751,58,1099,16,387,102
2024,9,Turda,849145,26898,467546,6466,321049,72289
2024,9,Tureni,1278,43,64,1,1455,383
2024,9,Valea Ierii,909,30,332,5,1398,368
2024,10,Aghireșu,4168,140,1515,21,462,119
2024,10,Aiton,731,25,109,2,5929,1526
2024,10,Apahida,286170,9602,166625,2325,102171,26300
2024,10,Baciu,50459,1693,29499,412,23801,6126
2024,10,Băișoara,84,3,51,1,722,186
2024,10,Beliș,390,13,396,6,0,0
2024,10,Bonțida,28378,952,19144,267,13388,3446
2024,10,Buza,685,23,0,0,0,0
2024,10,Căianu,6428,216,4447,62,2029,522
2024,10,Călățele,1961,66,1015,14,996,256
2024,10,Câmpia Turzii,344031,11543,177158,2472,104293,26846
2024,10,Căpușu Mare,6931,233,4013,56,1610,415
2024,10,Cășeiu,31792,1067,15255,213,14738,3794
2024,10,Ceanu Mare,1015,34,640,9,1252,322
2024,10,Chinteni,6002,201,4081,57,2429,625
2024,10,Chiuiești,7910,265,3894,54,2465,635
2024,10,Ciucea,3289,110,1094,15,805,207
2024,10,Ciurila,4975,167,3194,45,5498,1415
2024,10,Cluj-Napoca,4710650,158058,2386668,33298,1872931,482109
2024,10,Cojocna,7381,248,3041,42,6406,1649
2024,10,Cuzdrioara,3494,117,1956,27,1620,417
2024,10,Dej,371951,12480,208478,2909,150927,38850
2024,10,Feleacu,12073,405,6836,95,3183,820
2024,10,Fizeșu Gherlii,8546,287,5368,75,4388,1129
2024,10,Florești,710208,23830,387478,5406,332429,85570
2024,10,Frata,6359,213,3706,52,2159,556
2024,10,Gârbău,3278,110,2529,35,1482,381
2024,10,Geaca,1672,56,1586,22,88,23
2024,10,Gherla,294511,9882,183109,2555,119939,30874
2024,10,Gilău,28567,958,18575,259,8757,2254
2024,10,Huedin,318347,10682,177876,2482,109741,28248
2024,10,Iara,1097,37,743,10,2212,569
2024,10,Iclod,15866,532,16494,230,8106,2087
2024,10,Jichișu de Jos,1462,49,698,10,769,198
2024,10,Jucu,975,33,448,6,1010,260
2024,10,Luna,3276,110,1969,27,1150,296
2024,10,Măguri-Răcătău,1343,45,776,11,791,204
2024,10,Mărișel,8,0,2,0,9042,2327
2024,10,Mica,8270,277,4147,58,3922,1010
2024,10,Mihai Viteazu,50893,1708,25823,360,18085,4655
2024,10,Mintiu Gherlii,20063,673,7588,106,15625,4022
2024,10,Mociu,17200,577,9522,133,6429,1655
2024,10,Moldovenești,30077,1009,15294,213,11388,2931
2024,10,Negreni,8836,296,4617,64,3496,900
2024,10,Panticeu,19164,643,11833,165,9959,2564
2024,10,Petreștii de Jos,163,5,36,0,3385,871
2024,10,Ploscoș,9325,313,3479,49,2109,543
2024,10,Poieni,6052,203,2796,39,12277,3160
2024,10,Sânpaul,2588,87,2204,31,638,164
2024,10,Săvădisla,81,3,3,0,727,187
2024,10,Suatu,1,0,0,0,313,81
2024,10,Țaga,8481,285,5327,74,2707,697
2024,10,Tritenii de Jos,2311,78,1944,27,375,96
2024,10,Turda,747987,25097,424498,5922,264680,68131
2024,10,Tureni,1188,40,181,3,3350,862
2024,10,Unguraș,7136,239,6181,86,2623,675
2024,10,Valea Ierii,180,6,12,0,585,151
2024,11,Aghireșu,2999,110,1908,27,759,199
2024,11,Aiton,81,3,3,0,339,89
2024,11,Apahida,261240,9561,159994,2235,97079,25493
2024,11,Baciu,46543,1703,27412,383,18772,4929
2024,11,Băișoara,1533,56,89,1,3898,1024
2024,11,Bonțida,29694,1087,19151,268,13830,3632
2024,11,Buza,894,33,193,3,590,155
2024,11,Căianu,2249,82,1599,22,1884,495
2024,11,Călățele,546,20,537,8,234,61
2024,11,Câmpia Turzii,15980,585,7486,105,12832,3370
2024,11,Căpușu Mare,1138,42,7,0,5114,1343
2024,11,Cășeiu,20315,744,11680,163,9359,2458
2024,11,Chinteni,14805,542,10273,144,6686,1756
2024,11,Chiuiești,11106,406,5108,71,4480,1176
2024,11,Ciucea,5180,190,2132,30,3582,941
2024,11,Cluj-Napoca,4206013,153936,2156578,30126,1691437,444167
2024,11,Cojocna,11059,405,6670,93,5627,1478
2024,11,Cuzdrioara,903,33,593,8,588,154
2024,11,Dej,364161,13328,184905,2583,143683,37731
2024,11,Feleacu,4855,178,1826,26,4184,1099
2024,11,Fizeșu Gherlii,7083,259,5201,73,3030,796
2024,11,Florești,752892,27555,409437,5720,353558,92843
2024,11,Frata,13397,490,6292,88,5464,1435
2024,11,Gârbău,1674,61,1500,21,329,86
2024,11,Geaca,2864,105,1052,15,1934,508
2024,11,Gherla,270046,9883,158408,2213,106710,28022
2024,11,Gilău,28679,1050,17548,245,12546,3295
2024,11,Huedin,252712,9249,137572,1922,92482,24286
2024,11,Iara,37042,1356,17653,247,16058,4217
2024,11,Iclod,4848,177,4005,56,2329,612
2024,11,Jichișu de Jos,492,18,428,6,754,198
2024,11,Jucu,7908,289,3100,43,2737,719
2024,11,Luna,7801,286,5626,79,3932,1033
2024,11,Măguri-Răcătău,618,23,868,12,361,95
2024,11,Mărgău,137,5,74,1,626,164
2024,11,Mica,5393,197,2354,33,1367,359
2024,11,Mihai Viteazu,44198,1618,27370,382,16109,4230
2024,11,Mintiu Gherlii,17047,624,5663,79,13258,3482
2024,11,Mociu,17792,651,12092,169,7572,1988
2024,11,Moldovenești,6330,232,3502,49,1604,421
2024,11,Negreni,5287,193,1778,25,2988,785
2024,11,Panticeu,13028,477,6813,95,6903,1813
2024,11,Petreștii de Jos,293,11,200,3,681,179
2024,11,Ploscoș,4296,157,1984,28,1208,317
2024,11,Poieni,4362,160,675,9,1254,329
2024,11,Săndulești,550,20,363,5,507,133
2024,11,Suatu,297,11,40,1,1285,337
2024,11,Țaga,3275,120,1691,24,1770,465
2024,11,Turda,520338,19044,297410,4155,196107,51497
2024,11,Tureni,311,11,5,0,1639,430
2024,11,Unguraș,8884,325,7784,109,4796,1259
2024,11,Vad,2761,101,1264,18,2047,538
2024,12,Aghireșu,2739,95,1266,18,371,97
2024,12,Apahida,253680,8803,156415,2185,99207,26028
2024,12,Baciu,32079,1113,18532,259,13980,3668
2024,12,Băișoara,727,25,80,2,134,35
2024,12,Bonțida,24919,865,17182,240,11761,3086
2024,12,Buza,999,35,421,6,672,176
2024,12,Căianu,1909,66,1966,27,1116,293
2024,12,Călățele,298,10,242,4,6,2
2024,12,Câmpia Turzii,286175,9931,155420,2171,102294,26838
2024,12,Căpușu Mare,1952,68,448,6,4869,1277
2024,12,Cășeiu,20886,725,10899,152,10714,2811
2024,12,Ceanu Mare,9589,333,2494,35,2616,686
2024,12,Chinteni,16052,557,9735,136,7047,1849
2024,12,Chiuiești,3018,105,1241,17,838,220
2024,12,Ciucea,5526,192,1191,17,2378,624
2024,12,Ciurila,911,32,409,6,471,124
2024,12,Cluj-Napoca,4000358,138819,2150327,30037,1667195,437402
2024,12,Cojocna,11902,413,6725,94,5788,1519
2024,12,Cuzdrioara,320,11,415,6,107,28
2024,12,Dej,360090,12496,189039,2641,148444,38945
2024,12,Feleacu,9343,324,2531,35,9692,2543
2024,12,Fizeșu Gherlii,5813,202,4662,65,2981,782
2024,12,Florești,639066,22177,372370,5201,292999,76871
2024,12,Frata,7353,255,4253,59,3054,801
2024,12,Gârbău,1322,46,1171,16,408,107
2024,12,Geaca,7335,255,4098,57,1797,471
2024,12,Gherla,243623,8454,156747,2190,101778,26702
2024,12,Gilău,34885,1211,22879,320,15599,4093
2024,12,Huedin,247630,8593,137526,1921,92013,24140
2024,12,Iara,37100,1287,15311,214,19180,5032
2024,12,Iclod,8096,281,4440,62,2399,629
2024,12,Jichișu de Jos,864,30,512,7,1497,393
2024,12,Jucu,7907,274,3489,49,2808,737
2024,12,Luna,5275,183,4703,66,1945,510
2024,12,Măguri-Răcătău,1246,43,959,13,990,260
2024,12,Mărișel,401,14,74,2,583,153
2024,12,Mica,5572,193,2812,39,1657,435
2024,12,Mihai Viteazu,39490,1370,23133,323,15399,4040
2024,12,Mintiu Gherlii,11756,408,4193,59,11209,2941
2024,12,Mociu,21230,737,13067,183,13874,3640
2024,12,Moldovenești,2962,103,2203,31,1350,354
2024,12,Negreni,3906,136,1481,21,3453,906
2024,12,Panticeu,11561,401,8675,121,7208,1891
2024,12,Ploscoș,7349,255,3345,47,2146,563
2024,12,Poieni,1333,46,156,2,282,74
2024,12,Suatu,368,13,46,2,1728,453
2024,12,Țaga,2755,96,1757,25,615,161
2024,12,Turda,599021,20787,352117,4919,237202,62232
2024,12,Unguraș,8906,309,7313,102,3796,996
2024,12,Vad,6952,241,2919,41,3636,954
2025,1,Aghireșu,2783,98,1276,18,532,141
2025,1,Aiton,321,11,18,0,770,204
2025,1,Apahida,267120,9396,163582,2280,125555,33323
2025,1,Baciu,50746,1785,32562,454,22170,5884
2025,1,Băișoara,734,26,171,2,790,210
2025,1,Bonțida,30201,1062,18609,259,17487,4641
2025,1,Buza,872,31,300,4,166,44
2025,1,Căianu,2017,71,1912,27,1318,350
2025,1,Călățele,1295,46,1197,17,487,129
2025,1,Câmpia Turzii,288125,10135,157329,2193,117314,31135
2025,1,Cășeiu,22593,795,11845,165,15951,4233
2025,1,Ceanu Mare,11792,415,4042,56,5725,1519
2025,1,Chinteni,17063,600,10626,148,9782,2596
2025,1,Chiuiești,14123,497,6796,95,6166,1636
2025,1,Ciucea,8383,295,2859,40,6450,1712
2025,1,Ciurila,534,19,2,0,1151,305
2025,1,Cluj-Napoca,4073832,143293,2247240,31320,1894253,502740
2025,1,Cojocna,13834,487,8154,114,6655,1766
2025,1,Dej,418041,14704,218074,3039,213228,56591
2025,1,Feleacu,7642,269,3692,51,7311,1940
2025,1,Fizeșu Gherlii,7083,249,4920,69,4124,1095
2025,1,Florești,603987,21245,348947,4863,333519,88517
2025,1,Frata,17036,599,10195,142,6925,1838
2025,1,Gârbău,1631,57,2001,28,582,154
2025,1,Geaca,9597,338,4264,59,1575,418
2025,1,Gherla,288686,10154,182049,2537,142150,37727
2025,1,Gilău,53245,1873,35855,500,26654,7074
2025,1,Huedin,263789,9279,157348,2193,131839,34990
2025,1,Iara,47429,1668,23488,327,23468,6228
2025,1,Iclod,11330,399,6390,89,5061,1343
2025,1,Jichișu de Jos,1006,35,403,6,1770,470
2025,1,Jucu,12903,454,7145,100,3427,910
2025,1,Luna,8557,301,6783,95,4442,1179
2025,1,Măguri-Răcătău,869,31,399,6,488,130
2025,1,Mărgău,593,21,226,3,786,209
2025,1,Mica,7325,258,3165,44,1643,436
2025,1,Mihai Viteazu,42798,1505,25179,351,19709,5231
2025,1,Mintiu Gherlii,15707,552,5638,79,16650,4419
2025,1,Mociu,23185,816,14418,201,11953,3172
2025,1,Moldovenești,4861,171,3445,48,2052,545
2025,1,Negreni,5979,210,1937,27,3882,1030
2025,1,Panticeu,15193,534,9633,134,9466,2512
2025,1,Petreștii de Jos,466,16,269,4,733,195
2025,1,Ploscoș,6868,242,2977,41,1509,400
2025,1,Poieni,2975,105,153,2,980,260
2025,1,Săvădisla,2098,74,236,3,825,219
2025,1,Suatu,287,10,82,1,51,14
2025,1,Țaga,2475,87,1967,27,1067,283
2025,1,Tritenii de Jos,198,7,347,5,365,97
2025,1,Turda,623468,21930,369156,5145,307964,81735
2025,1,Unguraș,10370,365,7726,108,4086,1084
2025,1,Vad,6912,243,2195,31,2716,721
2025,1,Valea Ierii,1076,38,520,7,1113,295
2025,2,Aghireșu,4613,160,2102,29,838,223
2025,2,Aiton,221,8,7,0,633,168
2025,2,Apahida,249157,8655,150230,2091,94717,25155
2025,2,Baciu,33596,1167,19906,277,18685,4962
2025,2,Băișoara,984,34,35,0,213,57
2025,2,Bonțida,22213,772,12575,175,10120,2688
2025,2,Buza,1308,45,296,4,517,137
2025,2,Căianu,4083,142,1782,25,2892,768
2025,2,Călățele,399,14,394,5,102,27
2025,2,Câmpia Turzii,249907,8681,133978,1865,82726,21970
2025,2,Căpușu Mare,698,24,770,11,1877,498
2025,2,Cășeiu,18190,632,10319,144,11160,2964
2025,2,Ceanu Mare,10717,372,4200,58,4692,1246
2025,2,Chinteni,16976,590,11031,154,7515,1996
2025,2,Chiuiești,13534,470,4496,63,3472,922
2025,2,Ciucea,5039,175,975,14,2996,796
2025,2,Ciurila,0,0,237,3,524,139
2025,2,Cluj-Napoca,3807044,132249,2007144,27934,1531788,406815
2025,2,Cojocna,11601,403,5933,83,4951,1315
2025,2,Cuzdrioara,1110,39,443,6,290,77
2025,2,Dej,349872,12154,182243,2536,144742,38441
2025,2,Feleacu,6641,231,3057,43,4692,1246
2025,2,Fizeșu Gherlii,5279,183,3927,55,2174,577
2025,2,Florești,576231,20017,330920,4606,293078,77836
2025,2,Frata,9900,344,3737,52,4734,1257
2025,2,Gârbău,1085,38,660,9,273,73
2025,2,Geaca,7248,252,3743,52,2657,706
2025,2,Gherla,231072,8027,137995,1921,92537,24576
2025,2,Gilău,41510,1442,27944,389,22041,5854
2025,2,Huedin,242464,8423,123881,1724,86952,23093
2025,2,Iara,29297,1018,13598,189,14929,3965
2025,2,Iclod,9311,323,5019,70,3885,1032
2025,2,Jucu,19862,690,9976,139,5765,1531
2025,2,Luna,11179,388,5863,82,4836,1284
2025,2,Măguri-Răcătău,504,18,267,4,877,233
