year,month,suburbs,plastic_pieces,plastic_weight_kg,metal_pieces,metal_weight_kg,glass_pieces,glass_weight_kg
2026,3,Beliș,5023,174,2134,30,3308,776
2026,3,Bonțida,42509,1351,31731,430,19745,4312
2026,3,Borșa,8761,283,7901,112,3279,722
2026,3,Căianu,3390,117,1548,22,1987,455
2026,3,Călățele,8811,279,6525,85,3396,737
2026,3,Câmpia Turzii,312410,10377,184320,2485,103560,25071
2026,3,Căpușu Mare,2398,65,1292,18,2362,579
2026,3,Cășeiu,27384,1022,15157,204,14402,3058
2026,3,Ceanu Mare,13940,446,5589,74,5786,1260
2026,3,Chinteni,23632,811,14173,202,9866,2494
2026,3,Chiuiești,18550,668,8703,121,6481,1449
2026,3,Ciucea,14175,448,6255,87,7493,1780
2026,3,Ciurila,8715,342,7311,105,3590,930
2026,3,Cluj-Napoca,4478502,150486,2645330,37168,1835820,503359
2026,3,Cojocna,19112,646,13317,177,7029,1489
2026,3,Cornești,3259,96,1367,19,1746,395
2026,3,Cuzdrioara,1551,70,828,11,337,81
2026,3,Dej,446798,16037,268565,3771,180917,41761
2026,3,Feleacu,18855,642,8502,118,10320,2898
2026,3,Fizeșu Gherlii,7276,247,5798,79,3009,615
2026,3,Florești,736645,24968,452163,6349,332482,84078
2026,3,Frata,26738,922,14071,190,13806,3158
2026,3,Gârbău,5202,175,4011,55,2451,596
2026,3,Geaca,16322,538,11950,167,7350,1661
2026,3,Gherla,299336,10466,188754,2669,117335,27615
2026,3,Gilău,62142,2090,41231,574,30756,6911
2026,3,Huedin,263874,8412,154794,2113,95688,21347
2026,3,Iara,32278,1097,20822,291,16693,3773
2026,3,Iclod,22689,720,14483,204,10697,2431
2026,3,Jichișu de Jos,1391,58,938,13,1023,227
2026,3,Jucu,45206,1327,24536,328,15429,3763
2026,3,Luna,24127,798,17153,227,8954,2121
2026,3,Măguri-Răcătău,357,11,126,2,1079,224
2026,3,Mărișel,3496,113,2270,31,3184,687
2026,3,Mica,12503,457,7914,111,6075,1470
2026,3,Mihai Viteazu,47645,1598,24359,342,15478,3691
2026,3,Mintiu Gherlii,19727,694,9431,131,22171,6043
2026,3,Mociu,25371,817,15646,212,10451,2289
2026,3,Moldovenești,5359,196,2598,34,2920,612
2026,3,Negreni,11133,377,5060,71,5731,1231
2026,3,Panticeu,18933,595,14017,194,8617,1794
2026,3,Petreștii de Jos,702,21,282,4,712,166
2026,3,Ploscoș,8422,272,3722,51,3126,710
2026,3,Poieni,5038,181,868,12,1349,353
2026,3,Săvădisla,8236,292,4961,68,3650,797
2026,3,Suatu,423,19,115,2,1135,252
2026,3,Țaga,8746,302,6543,95,4079,1000
2026,3,Tritenii de Jos,10262,362,6593,85,3338,720
2026,3,Turda,674517,22189,425727,5824,268069,64883
2026,3,Unguraș,11760,413,8560,119,4213,985
2026,3,Vad,3567,134,2470,34,2248,456
2026,4,Aghireșu,34999,1140,19237,266,10218,2206
2026,4,Aiton,199,8,0,0,606,189
2026,4,Apahida,264189,8626,176949,2469,116827,26045
2026,4,Așchileu,3373,107,3515,50,1892,403
2026,4,Baciu,68899,2307,48510,687,30283,8003
2026,4,Băișoara,13581,404,6778,95,8241,1912
2026,4,Beliș,3217,114,1663,23,2766,575
2026,4,Bonțida,44597,1439,35575,479,21126,4536
2026,4,Borșa,8866,282,7542,107,5041,1053
2026,4,Căianu,1502,52,1179,16,2597,617
2026,4,Călățele,9366,320,7180,95,4989,1058
2026,4,Câmpia Turzii,314982,10401,185576,2508,124298,28907
2026,4,Căpușu Mare,1374,47,230,3,3543,1049
2026,4,Cășeiu,27215,990,17180,234,14876,3188
2026,4,Ceanu Mare,14244,464,6786,90,6962,1423
2026,4,Chinteni,23182,820,16137,233,11477,2823
2026,4,Chiuiești,17912,647,9040,126,6133,1361
2026,4,Ciucea,19037,563,7950,114,10179,2066
2026,4,Ciurila,11758,371,8593,119,7353,1985
2026,4,Cluj-Napoca,4340731,144922,2705459,37983,1838406,495485
2026,4,Cojocna,20555,712,14834,196,9782,2069
2026,4,Cornești,3013,88,1535,21,1387,309
2026,4,Cuzdrioara,779,24,263,3,104,26
2026,4,Dej,454780,16187,281154,3944,198360,45485
2026,4,Feleacu,23207,774,10977,155,16783,4844
2026,4,Fizeșu Gherlii,6436,217,5990,81,3247,651
2026,4,Florești,719758,24413,460369,6465,354707,91372
2026,4,Frata,23731,782,13156,175,10985,2418
2026,4,Gârbău,6861,227,4526,63,2519,570
2026,4,Geaca,15002,487,10605,149,7557,1832
2026,4,Gherla,304860,10551,203567,2890,129296,30005
2026,4,Gilău,65973,2254,42281,589,31180,7008
2026,4,Huedin,258064,8245,157541,2162,100983,21947
2026,4,Iara,30870,958,17928,252,18536,4119
2026,4,Iclod,21640,711,13743,192,9556,2080
2026,4,Jichișu de Jos,801,29,609,9,1295,272
2026,4,Jucu,48337,1427,25937,349,20330,4910
2026,4,Luna,26956,850,17134,225,10920,2418
2026,4,Măguri-Răcătău,1690,49,559,8,643,161
2026,4,Mărgău,294,7,328,4,394,81
2026,4,Mărișel,4099,133,2642,37,2277,488
2026,4,Mica,13348,488,7768,108,5692,1362
2026,4,Mihai Viteazu,35197,1123,17715,249,14033,3189
2026,4,Mintiu Gherlii,19442,656,10234,143,20724,5519
2026,4,Mociu,24889,827,15826,216,11154,2512
2026,4,Moldovenești,6614,202,3007,40,2643,593
2026,4,Negreni,12768,415,5418,74,7637,1698
2026,4,Panticeu,21771,678,13443,186,13008,2589
2026,4,Petreștii de Jos,1480,46,714,9,369,112
2026,4,Ploscoș,7232,209,4062,56,2993,678
2026,4,Poieni,3073,99,1514,21,561,144
2026,4,Săvădisla,4350,143,3153,43,2545,584
2026,4,Suatu,663,25,153,2,1666,374
2026,4,Țaga,9446,319,7218,105,3915,909
2026,4,Tritenii de Jos,14520,510,10167,133,4512,982
2026,4,Turda,658599,21654,435584,5953,280231,66999
2026,4,Tureni,1323,33,360,5,780,179
2026,4,Unguraș,10643,392,8790,124,4593,929
2026,4,Vad,5037,184,2571,36,1673,365
2026,4,Valea Ierii,1094,27,268,4,532,122
2026,4,Viișoara,742,28,528,7,634,129
2026,5,Aghireșu,37535,1212,22864,318,12194,2545
2026,5,Aiton,489,19,16,0,1296,444
2026,5,Apahida,305893,9993,212353,2966,145336,32364
2026,5,Așchileu,3957,118,2427,34,2150,462
2026,5,Baciu,70210,2345,53275,758,35908,9598
2026,5,Băișoara,12578,385,6660,93,8523,2007
2026,5,Beliș,6881,236,4708,67,6171,1430
2026,5,Bonțida,48354,1510,39188,532,26040,5550
2026,5,Borșa,10278,325,8350,118,5358,1159
2026,5,Căianu,3061,85,2519,35,3174,743
2026,5,Călățele,11041,342,7053,93,3418,699
2026,5,Câmpia Turzii,341456,11302,211158,2841,130625,30725
2026,5,Căpușu Mare,436,14,605,8,1847,475
2026,5,Cășeiu,25541,929,14074,193,13456,2766
2026,5,Ceanu Mare,16417,512,7833,106,7054,1452
2026,5,Chinteni,23765,828,17858,256,11779,2813
2026,5,Chiuiești,18085,628,9114,126,7792,1702
2026,5,Ciucea,16473,515,7506,107,10089,2189
2026,5,Ciurila,14447,475,10363,145,7812,2160
2026,5,Cluj-Napoca,4922710,161820,3192268,44814,2143256,568488
2026,5,Cojocna,21226,710,17213,228,11151,2297
2026,5,Cornești,3271,91,1426,20,1746,393
2026,5,Cuzdrioara,1261,48,509,7,448,97
2026,5,Dej,492180,17335,317169,4447,245234,56234
2026,5,Feleacu,31301,1137,11116,156,22268,7161
2026,5,Fizeșu Gherlii,7716,252,6536,89,5213,1040
2026,5,Florești,774822,25645,509521,7160,393850,98272
2026,5,Frata,30322,957,18109,246,13830,3002
2026,5,Gârbău,5763,194,4190,58,3483,744
2026,5,Geaca,17323,557,13959,197,8996,1960
2026,5,Gherla,332561,11390,227396,3230,152529,34584
2026,5,Gilău,66277,2237,47466,659,36576,8175
2026,5,Huedin,279937,8838,179564,2462,118183,25520
2026,5,Iara,37058,1126,22681,321,18564,4106
2026,5,Iclod,22277,689,15701,222,9744,2143
2026,5,Jichișu de Jos,1721,62,742,11,1386,291
2026,5,Jucu,50407,1486,30160,407,24494,6579
2026,5,Luna,29249,935,21225,279,12518,2735
2026,5,Mărgău,278,7,211,3,752,160
2026,5,Mărișel,7061,220,2438,34,5014,1083
2026,5,Mica,13761,499,8318,118,7193,1715
2026,5,Mihai Viteazu,39568,1273,28006,396,16366,3757
2026,5,Mintiu Gherlii,25594,849,11498,162,28640,7573
2026,5,Mociu,22521,730,14396,199,9304,1896
2026,5,Moldovenești,7391,234,3133,43,2953,682
2026,5,Negreni,15049,506,9188,131,11215,2284
2026,5,Panticeu,18758,584,15062,208,11491,2302
2026,5,Petreștii de Jos,3903,106,1789,25,2790,630
2026,5,Ploscoș,5336,153,3400,47,2406,568
2026,5,Poieni,1783,55,881,12,318,71
2026,5,Săndulești,1019,26,864,11,760,183
2026,5,Săvădisla,6904,211,3746,50,4466,1014
2026,5,Suatu,175,7,55,1,705,170
2026,5,Țaga,12093,405,7932,114,5495,1226
2026,5,Tritenii de Jos,14608,490,9649,123,5149,1124
2026,5,Turda,707099,22971,478530,6552,299539,70717
2026,5,Tureni,1134,44,301,4,879,298
2026,5,Unguraș,14728,487,9972,143,6343,1347
2026,5,Vad,5168,186,3462,49,2104,427
2026,5,Valea Ierii,1026,24,218,3,617,132
2026,5,Viișoara,511,19,298,4,753,151
